Для информации;ID;Название;;Теги (Безопасность);Ссылка;Предоплата;Цена Взр;Цена Дет;Описание (Витрина);Честный обзор;Важная информация;Ключевые слова;Дни выезда;Гид;Питание;Что взять с собой
Суша (обзорные);69;Као Лак Сафари;ХИТ;#можно_всем #сафари #семья #животные #плоты;https://goldenkeytours.com/excursions/land-excursions/khaolak-safari;50%;1700;1500;Добрый эко-тур для всей семьи. Сплав на бамбуковых плотах по тихой реке, купание слонов и посещение черепаховой фермы.;Очень расслабленная и душевная экскурсия. Нет тяжелой дороги или экстрима. Идеально, чтобы показать детям настоящую тайскую природу.;Пещера обезьян. Мини зоопарк. Программы со слонами. Мини ферма черепах. Водопад. Обзорная площадка. Трансфер включен (возможна доплата в зависимости от района). Беременным запрещено (плоты). Детям до 1 года запрещено. Купание слонов, черепаховая ферма.;као лак, сафари, можно всем, плоты, вода;Ежедневно;Русский;Обед;Купальник, полотенце
Суша (обзорные);70;Краби Лэнд;;#Изумрудное_озеро #Горячий_водопад #Храм_Пещера_тигра #много_переходов #горячий_источник #слоник #можно_всем;https://goldenkeytours.com/excursions/land-excursions/crabieland;50%;2500;2300;Увлекательное путешествие в одну из самых красивых провинций южного Таиланда. Озеро, джунгли, водопад, храм, горячий источник, пещера и милый слоник - это будет интересно для всей семьи.;Это долгая поездка на материк, но программа очень насыщенная. Если вы хотите за один день увидеть и храмы Краби, и развлечь детей — это вариант.;Изумрудное озеро. Горячий водопад. Храм Пещера тигра. Пещера Краби. Подходит беременным и детям. Трансфер включен (возможна доплата в зависимости от района).;краби ленд, беременным можно, детям можно, изумрудное озеро, горячий водопад, храм пещера тигра, много переходов, слоник;Ежедневно;Русский;Обед;Одежда для храма (плечи/колени закрыты), деньги на пожертвование в храме и кормление слоника
Суша (обзорные);71;Обзорная экскурсия по Пхукету;ХИТ;#можно_беременным #обзорная #храмы #история #первый_раз #можно_всем;https://goldenkeytours.com/excursions/land-excursions/city-tour;50%;1100;1100;Знакомство с островом за один день. Самые красивые храмы, лучшие смотровые площадки и величественный Биг Будда.;Обязательна для тех, кто на Пхукете впервые. Вы поймете, как устроен остров, сделаете фото на главных точках и увидите святыни.;Посещение храма, Трансфер включен (возможна доплата в зависимости от района). Подходит беременным и детям. Посещение храмов, магазинов, фабрик.;обзорная, сити тур, беременным можно, с коляской можно, безопасно, автобус, можно всем;Ежедневно;Русский;Нет;Одежда для храма (плечи/колени закрыты), деньги на пожертвование в храме и кормление слоника
Суша (активные);72;Хануман (Зиплайн);;#нельзя_беременным #зиплайн #экстрим #джунгли #дети_от_4_лет;https://goldenkeytours.com/excursions/active-excursions/world-of-hanuman;100%;1500;1500;Полет сквозь джунгли! Вы будете скользить по тросам между огромными вековыми деревьями, не касаясь земли.;Лучший зиплайн-парк на острове. Это не страшно, а захватывающе. Оборудование профессиональное, безопасность на высоте. Даже если боитесь высоты — вам понравится.;Стоимость зависит от выбора программы, подробнее по ссылке на экскурсию. Трансфер включен с пляжей Ката, Карон, Патонг, Камала, Сурин, Бангтао, НайХарн. Беременным запрещено. Вес до 120 кг. Полет на тросах.;хануман, зиплайн, беременным нельзя, полет, нагрузка, Детям до 4 лет запрещено;Ежедневно;Англ.;Фрукты, вода;Удобная обувь (кроссовки)
Суша (активные);73;Зиплайн + Квадро + Пейнтбол;;#нельзя_беременным #комбо #экстрим #пейнтбол #квадроциклы #дети_от_4_лет;https://goldenkeytours.com/ziplineandatvandpaintball;100%;1200;1200;"Настоящий ""Мужской день""! Три вида активности: полеты над джунглями, гонки по грязи на квадроциклах и командная стрельба.";Максимальная концентрация адреналина за один день. Готовьтесь испачкаться и устать, но эмоций хватит на год вперед. Отличный вариант для компании друзей.;Стоимость зависит от выбора программы, подробнее по ссылке на экскурсию. Трансфер с пляжей Патонг, Карон, Ката, Раваи, Чалонг включен, с остальных районов платно (информация по ссылке на экскурсию). Вес на зиплайне до 120 кг. Беременным запрещено. Детям до 4 лет запрещено.;пейнтбол, квадроциклы, зиплайн, беременным нельзя, опасно, тарзанка, Детям до 4 лет запрещено;Ежедневно;Инструктор;Нет;Сменная одежда, удобная обувь
Суша (активные);74;Зиплайн + Квадроциклы (Патонг);;#нельзя_беременным #комбо #драйв #квадроциклы #зиплайн #дети_от_4_лет;https://goldenkeytours.com/ziplineandatv;100%;1800;1800;Популярное комбо: почувствуйте себя Тарзаном на тросах, а потом оторвитесь на бездорожье на мощных квадроциклах.;Удобно, что парк находится недалеко от Патонга — не нужно долго ехать. Трасса для квадроциклов интересная, есть где разогнаться.;Стоимость зависит от выбора программы, подробнее по ссылке на экскурсию. Трансфер включен (возможна доплата в зависимости от района). Вес на зиплайне до 120 кг. Беременным запрещено.;зиплайн, квадрики, беременным нельзя, опасно, квадроциклы, Детям до 4 лет запрещено;Ежедневно;Инструктор;Нет;Сменная одежда, удобная обувь
Суша (активные);75;Квадроциклы + Слоны;;#нельзя_беременным #квадроциклы #слоны #контраст #дети_от_2_лет;https://goldenkeytours.com/excursions/land-excursions/elephants-quad-bikes;100%;1000;1000;Грязь и нежность! Сначала драйв на квадроциклах по джунглям, а потом — милое общение и купание с добрыми слонами.;Игра на контрастах. Сначала вы получаете адреналин от гонки, а потом успокаиваетесь, общаясь с животными. Очень популярная программа у молодых пар.;Стоимость зависит от выбора программы - квадроцикл/багги/слоны, подробнее информация по ссылке на экскурсию. Трансфер включен (возможна доплата в зависимости от района). Беременным запрещено. Детям до 2 лет запрещено. Активная программа.;слоны, квадроциклы, atv, беременным нельзя (трясет), грязь, багги, Детям до 2 лет запрещено;Ежедневно;Инструктор;Нет;Сменная одежда, удобная обувь
Суша (активные);76;Квадроциклы Патонг;;#нельзя_беременным #драйв #скорость #квадроциклы #от_2_лет;https://goldenkeytours.com/quadbiking-in-patong;100%;1200;1200;Часовая гонка по джунглям на специальной трассе с горками, ямами и препятствиями.;Это не просто катание по ровной дорожке. Здесь реальная трасса по бездорожью, где можно проверить себя и технику.;Стоимость зависит от мощности квадроциклов и времени программы, подробнее информация по ссылке на экскурсию. С пляжей Патонг, Карон, Ката, Калим, Накалай, Камала, Сурин трансфер осуществляется бесплатно, из других зон 300 бат с человека. Беременным запрещено. Детям до 2 лет запрещено. Детям 3-16 лет только в качестве пассажира.;квадроциклы, патонг, atv, беременным нельзя, опасно, трясет, Детям до 2 лет запрещено;Ежедневно;Инструктор;Нет;Сменная одежда, удобная обувь
Суша (активные);77;Рафтинг + Слоны + Квадро;ХИТ;#нельзя_беременным #рафтинг #активно #вода #дети_от_7_лет;https://goldenkeytours.com/excursions/land-excursions/rafting-and-elephant-riding;100%;1500;1300;Сплав по горной реке на надувных лодках! Брызги, смех и командная работа. Плюс катание на слонах и квадроциклы.;Целый день активностей. Рафтинг здесь веселый и безопасный (река не страшная), но эмоций будет море. Отличный тимбилдинг для семьи или друзей.;Посещение храма. Рафтинг. Шоу слонов. Квадроциклы. Тарзанка. Стоимость зависит от выбора программы, подробнее по ссылке на экскурсию. Трансфер включен (возможна доплата в зависимости от района). Беременным запрещено. Детям до 4 лет запрещено.;рафтинг, сплав, беременным нельзя, река, трясет, Детям до 7 лет запрещено, тарзанка, зиплайн, квадроциклы, слоны;Ежедневно;Русский;Обед;Сменная одежда, полотенце
Суша (активные);78;Полет на самолете (Cessna) (ХИТ);ХИТ;#нельзя_беременным #полет #самолет #романтика #эксклюзив #хит #дети_от_3_лет;https://goldenkeytours.com/excursions/air/flying-an-airplane;100%;4000;4000;Приватный полет над островом. Вы увидите Биг Будду, храмы и бирюзовые бухты с высоты птичьего полета.;Лучший способ увидеть весь остров целиком. Маленький самолет дает отличный обзор. Если хотите сделать предложение или сюрприз — это оно.;Стоимость зависит от маршрута, времени полета и типа самолета, подробнее по ссылке на экскурсию. Беременным запрещено. Инструктаж на английском. Детям до 1 года запрещено. Трансфер не включен.;самолет, цессна, полет, беременным нельзя, перегрузки, страх, нельзя детям до 3 лет, хит, популярное, лучшее, топ.;Ежедневно;Пилот (Англ);Нет;Камера, паспорт
Суша (активные);79;Полет на вертолете;;#нельзя_беременным #вертолет #vip #подарок #дети_от_1_года;https://goldenkeytours.com/excursions/air/helicopter-flight;100%;11900;11900;VIP-обзорная экскурсия. Роскошный панорамный полет — идеальный подарок для особого случая.;Это дорого, но очень статусно. Вертолет может зависнуть над красивым местом для идеального кадра, в отличие от самолета.;Стоимость зависит от маршрута и времени полета, подробнее по ссылке на экскурсию. Беременным запрещено. VIP-тур. Трансфер не включен.;вертолет, полет, беременным нельзя (перегрузки), страх, нельзя детям до 1 года;Ежедневно;Пилот (Англ);Нет;Камера, паспорт
Суша (активные);80;Параглайдинг;;#нельзя_беременным #параплан #небо #тишина #от_18_лет;https://goldenkeytours.com/excursions/air/paragliding;100%;4900;4900;Тихий полет в тандеме с инструктором. Старт с горы, мягкое парение в потоках ветра и посадка на пляж.;Ощущение полета во сне. Очень тихо, только ветер. Никакого мотора. Не страшно, так как инструктор делает всю работу за вас.;Беременным запрещено. Полет с горы. Трансфер не включен.;параглайдинг, параплан, беременным нельзя, опасно, от 18 лет;Ежедневно;Инструктор;Нет;Удобная обувь и одежда, камера
Суша (активные);81;Полет на Парамоторе;;#нельзя_беременным #парамотор #экстрим #от_18_лет;https://goldenkeytours.com/excursions/air/paramotor;100%;5900;5900;"Полет ""Карлсона"" с мотором. Можно лететь низко над водой и рассмотреть каждую волну.";Шумно (мотор за спиной), но зато можно лететь очень низко и медленно, махая рукой друзьям на пляже.;Полет с мотором. Беременным запрещено.;парамотор, паратрайк, беременным нельзя, шум, вибрация, от 18 лет;Ежедневно;Инструктор;Нет;Удобная обувь и одежда
Суша (семейные);82;Катание и купание со слонами;;#можно_беременным #слоны #дети #купание #эмоции #можно_всем;https://goldenkeytours.com/elphant-trekking-and-bathing;100%;1200;900;Самый эмоциональный тур! Вы не просто посмотрите на слонов, а искупаетесь с ними в воде. Готовьтесь к фонтану брызг и детской радости!;Дети будут визжать от восторга. Это полный контакт с животным без барьеров. Обязательно берите сменную одежду — сухим не уйдет никто.;Стоимость зависит от выбора программы - Катание на слонах по джунглям 30 мин/Купание со слонами 25 мин, подробнее информация по ссылке на экскурсию. Включает трансфер с районов Ката/Карон/Патонг/Раваи/Най Харн/Чалонг. Подходит беременным и детям. Контакт с животными.;слоны, купание, беременным можно, детям можно;Ежедневно;Нет;Нет;Сменная одежда, полотенце
Суша (семейные);83;Слоны (Кормление);;#можно_беременным #слоны #кормление #спокойно #малыши #можно_всем;https://goldenkeytours.com/excursions/land-excursions/elephants;100%;900;900;Добрый и спокойный тур. Покормите гиганта бананами, погладьте шершавый хобот и сделайте милые фото на память.;Самый безопасный и бюджетный вариант знакомства со слонами. Идеально для малышей, которые пока боятся купаться с большими животными.;Стоимость зависит от выбора программы - Накорми меня (1 час, без трансфера)/Кормление и душ (1,5 часа с трансфером, подробнее информация по ссылке на экскурсию. Можно беременным (с осторожностью). Программа 1 час.;слоны, беременным можно (осторожно), детям можно;Ежедневно;Нет;Нет;Камера
Суша (семейные);84;Слоны на пляже (Фотосессия);;#фотосессия #слоны #пляж #инстаграм #можно_всем;https://goldenkeytours.com/excursions/land-excursions/elephants-on-the-beach;100%;900;700;Эксклюзивные кадры для Инстаграм: только вы, море, закат и слоненок на пустынном пляже.;Это не экскурсия, а именно красивая фотосессия. Вы платите за уникальную картинку, которую не получить в джунглях.;Катание на слонах на пляже 15мин. Фотографии со слоном. Трансфер не включен, можно оплатить отдельно, подробная информация по ссылке на экскурсию. Подходит беременным и детям. Только фото.;слоны, пляж, фотосессия, беременным можно, детям можно, безопасно;Ежедневно;Нет;Нет;Красивая одежда, камера
Суша (семейные);85;Аквапарк Andamanda;Хит;#можно_беременным #аквапарк #дети #весело #можно_всем;https://goldenkeytours.com/excursions/active-excursions/andamanda-water-park;100%;1600;1100;"Самый новый и крутой аквапарк Пхукета! 25 горок, искусственная волна высотой 3 метра и самая длинная ""ленивая река"" в Азии.";Это уровень мировых стандартов. Здесь всё новое, чистое и безопасное. Можно смело ехать на весь день — скучно не будет ни детям, ни взрослым.;Самый большой аквапарк на Пхукете. Ленивая река. Ребенок до 90см бесплатно (детский билет до 122 см). Можно беременным.;аквапарк, андаманда, беременным можно, детям можно, безопасно;Ежедневно;Нет;Нет (фудкорт внутри);Купальник, полотенце, деньги на питание и личные расходы
Суша (семейные);86;Дельфинарий;;#можно_беременным #можно_всем #дети #дельфины #шоу #семья;https://goldenkeytours.com/excursions/active-excursions/dolphinarium;100%;1150;650;Заряд чистого позитива! Веселое шоу дельфинов и морских котиков, которые прыгают через кольца, танцуют и рисуют.;Шоу длится около 45 минут — идеально, чтобы дети не устали. Представление очень динамичное и доброе. Можно сфотографироваться с дельфинами после шоу.;Увлекательное шоу с дельфинами и морскими котиками. Стоимость зависит от выбора категории места, подробнее по ссылке на экскурсию. Дети до 4 лет и ростом до 90см бесплатно. Подходит беременным и детям. Шоу дельфинов и котиков.;дельфинарий, немо, беременным можно, детям можно, шоу, дельфины, морские котики;Ежедневно;Нет;Нет;Камера, деньги на личные расходы
Суша (семейные);87;Океанариум Aquaria;;#можно_беременным #рыбки #дети #океанариум #кондиционер #можно_всем;https://goldenkeytours.com/excursions/land-excursions/aquaria;100%;400;250;Подводное царство прямо в центре острова. Пройдите по стеклянным туннелям, пока над вами величественно проплывают акулы и скаты.;Находится в торговом центре Central Phuket. Идеальный план на случай дождя или чтобы охладиться в кондиционере. Чисто, современно и познавательно.;R Trick Eye Museum Phuket - интерактивный музей. Несколько зон с уникальными экосистемами. Динамичная встреча с живыми животными. Дети до 90см бесплатно. Стоимость зависит от выбора программы, подробнее по ссылке на экскурсию. Подходит беременным и детям.;океанариум, аквариум, беременным можно, с коляской, безопасно, можно всем;Ежедневно;Нет;Нет;Камера, деньги на личные расходы
Суша (семейные);88;Крокодиловая ферма;;#шоу #крокодилы #экстрим #опасно #можно_всем;https://goldenkeytours.com/shopping/crocodile-farm;100%;400;200;Щекочем нервы! Экстремальное шоу, где дрессировщики засовывают голову в пасть огромному крокодилу.;Классика тайских развлечений. Шоу длится недолго, но впечатляет. Также можно купить изделия из кожи крокодила (проверяйте качество!).;Самая большая крокодиловая ферма на Пхукете. Шоу с крокодилами. Трансфер не включен. Подходит беременным.;крокодилы, ферма, беременным можно, безопасно, можно всем;Ежедневно;Нет;Нет;Камера
Суша (семейные);89;Парк Птиц;;#птицы #дети #парк #природа #можно_всем;https://goldenkeytours.com/birdpark;100%;500;300;Красочный тропический сад с сотнями экзотических пернатых. Вас ждет яркое шоу попугаев в амфитеатре.;Спокойное и приятное место для прогулки с малышами. Много зелени, птицы красивые, шоу забавное. Отличный вариант на полдня.;Красивый сад и шоу птиц. Черепахи и ёжики. Контактный зоопарк. Трансфер не включен. Подходит беременным и детям.;птицы, парк, беременным можно, безопасно, мини зоопарк, можно всем;Ежедневно;Нет;Нет;Камера
Вечерние Шоу;90;Шоу Сиам Нирамит (ХИТ);ХИТ;#можно_беременным #хит #шоу #вечер #история #можно_всем;https://goldenkeytours.com/excursions/evening-excursions/siam-niramit-show;100%;1800;1800;Грандиозное историческое шоу мирового уровня! Слоны на сцене, спецэффекты, настоящая река и летающие актеры.;"Это ""must see"" на Пхукете. Масштаб декораций поражает. Перед шоу можно погулять по тайской деревне и вкусно поужинать. Приезжайте заранее, чтобы всё успеть.";Уникальное шоу с фантастическими декорациями. Дети до 100 см бесплатно (доплата только за трансфер). Стоимость зависит от выбора категории мест, подробнее по ссылке на экскурсию. Подходит беременным и детям. Трансфер включен.;сиам нирамит, шоу, беременным можно, детям можно, безопасно, кондиционер, хит, популярное, лучшее, топ.;Пн, Ср, Чт, Пт, Сб, Вс;Нет;Ужин (швед. стол);Хорошее настроение
Вечерние Шоу;91;Шоу Саймон Кабаре;;#можно_беременным #кабаре #шоу #костюмы #можно_всем;https://goldenkeytours.com/excursions/evening-excursions/simon-cabaret-show;100%;900;700;Самое известное шоу трансвеститов в Таиланде. Перья, блеск, шикарные костюмы и музыкальные хиты.;Очень красочно и совсем не пошло (можно с детьми). Это яркий карнавал и театрализованное представление, а не стриптиз.;Трансвеститы (не пошло). Стоимость зависит от выбора категории мест, подробнее по ссылке на экскурсию. Дети до 90см бесплатно. Подходит беременным.;саймон, кабаре, беременным можно, безопасно, трансвестит, ледибой, шоу, можно всем;Ежедневно;Нет;Нет;Деньги (фото с артистами платное)
Вечерние Шоу;92;Тайский Бокс (Muay Thai);;#спорт #бокс #вечер #мужское #можно_всем;https://goldenkeytours.com/excursions/evening-excursions/thai-boxing;100%;1500;1500;Реальные бои на стадионе! Кровь, азарт, крики толпы и жесткие удары под традиционную музыку.;Это не постановочное шоу, а реальный спорт. Атмосфера на стадионе накалена до предела. Если любите единоборства — идти обязательно.;Стоимость зависит от выбора категории места Стандарт/Вип, подробнее по ссылке на экскурсию. Подходит беременным (смотреть). Реальные бои на стадионе. Трансфер не включен.;бокс, муай тай, беременным можно (смотреть), стадион, можно всем;Ср, Пт, Вс;Нет;Нет;Деньги на напитки
Вечерние Шоу;93;Ужин в небе;;#нельзя_беременным #экстрим #ужин #высота #необычно #дети_от_12_лет;https://goldenkeytours.com/excursions/active-excursions/dinner-in-the-sky;100%;1900;1900;Гастрономический экстрим! Ресторан-платформа поднимается краном на высоту 50 метров. Ужин с видом на весь остров.;Очень необычный опыт. Это не столько про еду, сколько про эмоции и уникальные селфи. Безопасность на высшем уровне, вы пристегнуты как в гоночном болиде.;Захватывающий обед, ужин или коктейли в небесах на подвесной платформе. Стоимость зависит от программы и времени дня, подробнее по ссылке на экскурсию. Беременным запрещено. Подъем краном на 50м.;ужин в небе, кран, беременным нельзя, высота, страховка, Детям до 12 лет запрещено;Ежедневно;Нет;Ужин/Коктейли;Камера
Вечерние Шоу;94;Шоу для взрослых Wake Up (18+);;#18+ #для_взрослых #шоу #пикантно #от_18_лет;https://goldenkeytours.com/excursions/evening-excursions/xxx-show-wake-up-club;100%;1100;⛔️;"Легендарное ""ХХХ"". Шоу без цензуры, о котором все шепчутся. Самое откровенное на Пхукете.";Это шок-контент. Демонстрация запредельных возможностей человеческого тела, которую вы не увидите больше нигде. Телефоны на входе строго забирают.;Строго 18+. Трансфер не включен. Внутри съемка запрещена!;18+,для взрослых, секс, sex, эротика, ххх, шоу, детям нельзя, беременным можно (но громко), от 18 лет;Ежедневно;Нет;Нет;Паспорт (проверка возраста)
Туры в другие страны;95;Тур в Бангкок;;#бангкок #столица #история #шопинг #можно_всем;https://goldenkeytours.com/excursions/by-plane/bangkok;100%;11000;6000;Свидание со столицей. Древние храмы с золотыми шпилями на фоне современных небоскребов и шопинг.;Насыщенный день в мегаполисе. Вы увидите главные достопримечательности, но будьте готовы к ритму большого города и пробкам.;Дети до 2 лет - 6000 (THB). Можно беременным (со справкой для авиа). Билеты включены.;бангкок, столица, перелет, беременным можно (справка для авиа), тур в другую страну, можно всем;По запросу;Русский;Обед;Загранпаспорт
Туры в другие страны;96;Камбоджа (Ангкор Ват);;#камбоджа #храмы #чудо_света #приключения #можно_всем;https://goldenkeytours.com/excursions/by-plane/bangkok-and-cambodia;100%;33000;6000;Путешествие к Чуду Света. Затерянный в джунглях великий храмовый комплекс Ангкор Ват.;Это поездка на всю жизнь. Храмы потрясают воображение. Но это физически тяжело: жара, много ходить пешком и ранние подъемы.;3 дня. Можно беременным (но жарко).;бангкок, камбоджа, ангкор ват, беременным можно (но жарко), много ходить, тур в другую страну, можно всем;По запросу;Русский;Отель + питание;Загранпаспорт, фото 3х4
Туры в другие страны;97;Куала-Лумпур;;#куала_лумпур #город #башни #шопинг #можно_всем;https://goldenkeytours.com/excursions/by-plane/kuala-lumpur;100%;17000;6000;Мегаполис будущего. Знаменитые башни-близнецы Петронас и священные пещеры Бату.;"Отличный вариант ""виза-ран"" или просто смены обстановки. Город очень зеленый и современный. Пещеры Бату с огромной статуей — очень впечатляют.";2 дня. Можно беременным. Перелет в другую страну.;куала лумпур, виза ран, беременным можно, перелет, тур в другую страну, можно всем;По запросу;Русский;Отель + завтрак;Загранпаспорт
Туры в другие страны;98;Сингапур;;#сингапур #виза #город_будущего #лакшери #можно_всем;https://goldenkeytours.com/excursions/by-plane/singapore;100%;24000;6000;Город-сад из будущего. Отель-корабль Марина Бэй, футуристические деревья и идеальная чистота.;Самый дорогой, но и самый впечатляющий город Азии. Здесь всё идеально. Нужно много ходить, но оно того стоит. Нужна виза!;2 дня. Стоимость зависит категории Стандарт/Делюкс, подробнее по ссылке на экскурсию. Для делюкс выше уровень отеля и включена вечерняя развлекательная программа. Можно беременным. Виза нужна заранее!;сингапур, singapore, беременным можно, комфортно, чисто, тур в другую страну, можно всем;По запросу;Русский;Отель + завтрак;Загранпаспорт, Виза
Туры в другие страны;99;Гонконг;;#гонконг #диснейленд #мегаполис #можно_всем;https://goldenkeytours.com/excursions/by-plane/hong-kong;100%;по запросу;по запросу;Азиатский Нью-Йорк. Диснейленд, пик Виктория и бесконечные небоскребы.;Город с бешеной энергетикой. Сюда едут ради Диснейленда (лучший подарок детям) и невероятных видов на бухту Виктория.;2 дня. Можно беременным. Без визы для РФ.;гонконг, hong kong, беременным можно, перелет, тур в другую страну, можно всем;По запросу;Русский;Отель + завтрак;Загранпаспорт
